id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,first_review,last_review,instant_bookable,has_availability
11296745,315148.0,38.93767,-77.02321,84%,76%,91.0,1.0,2.0,1.0,$35.00,31.0,300.0,0.0,0.0,23.0,298.0,21.0,1.0,1.0,4.71,4.71,4.14,4.76,4.67,4.71,4.71,36.0,1.0,35.0,0.26,62.0,2170.0,1.0,75.0,0.0,31.0,300.0,Private room in rental unit,"Washington, DC",within a few hours,f,t,"Brightwood Park, Crestwood, Petworth",Private room in rental unit,Private room,08/10/2018,26/05/2025,f,t
11299890,3448315.0,38.92418,-77.05256,100%,100%,15.0,12.0,4.5,7.0,$814.00,31.0,1125.0,0.0,1.0,1.0,80.0,54.0,0.0,0.0,4.83,4.8,4.78,4.92,4.91,5.0,4.64,12.0,5.0,7.0,0.49,0.0,0.0,6.0,15.0,0.0,31.0,1125.0,Entire home,"Washington, DC",within an hour,f,f,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home,Entire home/apt,18/05/2016,31/05/2022,f,t
11303521,59087346.0,38.87576,-77.01478,100%,80%,2.0,1.0,,,,31.0,365.0,0.0,14.0,30.0,30.0,12.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.13,124.0,,1.0,2.0,0.0,31.0,365.0,Entire townhouse,"Washington, DC",within a few hours,t,t,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire townhouse,Entire home/apt,27/08/2017,12/11/2024,f,t
11357292,50071999.0,38.96634,-77.02502,100%,92%,1.0,4.0,1.0,1.0,$90.00,2.0,1125.0,17.0,20.0,49.0,324.0,72.0,9.0,2.0,4.71,4.88,4.86,4.97,4.97,4.78,4.77,1.0,1.0,0.0,0.68,54.0,4860.0,1.0,1.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Entire home,Entire home/apt,23/10/2016,16/06/2025,t,t
11362332,24327324.0,38.9154256,-77.0278993,100%,87%,1.0,2.0,,,,2.0,365.0,5.0,18.0,41.0,204.0,124.0,83.0,7.0,4.95,4.94,4.98,4.98,5.0,4.98,4.94,1.0,1.0,0.0,6.74,255.0,,1.0,1.0,0.0,2.0,365.0,Entire home,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire home,Entire home/apt,14/12/2023,15/06/2025,f,t
11371592,10292686.0,38.89033,-77.00325,100%,87%,31.0,4.0,,,,31.0,365.0,8.0,38.0,68.0,343.0,55.0,0.0,0.0,4.87,4.89,4.84,4.96,4.91,4.95,4.73,16.0,16.0,0.0,0.49,0.0,,,21.0,0.0,31.0,365.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,16/03/2016,08/05/2022,f,t
11413078,7408338.0,38.86472949,-76.98973402,100%,94%,2.0,4.0,1.5,2.0,$279.00,3.0,1125.0,29.0,59.0,89.0,179.0,11.0,4.0,0.0,4.55,4.64,4.55,4.91,4.91,4.09,4.73,1.0,1.0,0.0,0.12,24.0,6696.0,2.0,2.0,0.0,3.0,1125.0,Entire home,"Washington, DC",within an hour,f,t,Historic Anacostia,Entire home,Entire home/apt,02/10/2017,02/09/2024,f,t
11413391,17051760.0,38.89837,-76.9958,100%,100%,1.0,2.0,1.0,2.0,$81.00,31.0,365.0,3.0,9.0,39.0,147.0,122.0,2.0,0.0,4.58,4.81,4.76,4.96,4.93,4.88,4.64,1.0,1.0,0.0,1.15,124.0,10044.0,0.0,1.0,0.0,31.0,365.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,18/09/2016,15/12/2024,f,t
11455321,46326018.0,38.8942,-76.98603,100%,97%,5.0,2.0,1.0,1.0,$148.00,2.0,360.0,0.0,0.0,0.0,0.0,54.0,6.0,2.0,4.96,4.98,4.94,5.0,4.96,4.85,4.89,3.0,0.0,3.0,0.51,36.0,5328.0,1.0,4.0,0.0,2.0,360.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Private room in townhouse,Private room,18/10/2016,16/06/2025,f,t
11528631,20527599.0,38.90332,-76.98278,67%,83%,6.0,5.0,,,,31.0,1125.0,0.0,20.0,50.0,140.0,515.0,0.0,0.0,4.71,4.8,4.75,4.92,4.89,4.47,4.67,2.0,1.0,1.0,4.56,0.0,,1.0,2.0,0.0,31.0,1125.0,Entire rental unit,"Evergreen, CO",within a few hours,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire rental unit,Entire home/apt,06/03/2016,09/09/2023,f,t
11529762,20527599.0,38.90233,-76.98163,67%,83%,6.0,1.0,1.5,1.0,$53.00,30.0,1125.0,0.0,6.0,36.0,153.0,609.0,1.0,0.0,4.8,4.86,4.9,4.91,4.89,4.39,4.71,2.0,1.0,1.0,5.39,60.0,3180.0,1.0,2.0,0.0,30.0,1125.0,Private room in townhouse,"Evergreen, CO",within a few hours,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Private room in townhouse,Private room,10/03/2016,02/08/2024,f,t
11543343,60902756.0,38.88365936,-77.00076294,100%,100%,1.0,4.0,1.0,3.0,$219.00,2.0,30.0,5.0,20.0,50.0,80.0,303.0,44.0,3.0,4.9,4.93,4.89,4.95,4.97,4.95,4.84,1.0,1.0,0.0,2.69,255.0,55845.0,2.0,1.0,0.0,2.0,30.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,20/03/2016,03/06/2025,t,t
11553508,53580080.0,38.88759,-76.99931,100%,100%,15.0,4.0,1.0,2.0,$296.00,31.0,1125.0,0.0,0.0,0.0,168.0,25.0,0.0,0.0,4.76,4.88,4.84,4.96,4.92,4.96,4.6,12.0,12.0,0.0,0.23,0.0,0.0,1.0,14.0,0.0,31.0,1125.0,Entire serviced apartment,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire serviced apartment,Entire home/apt,13/05/2016,15/05/2022,f,t
11553692,30602831.0,38.91854,-77.01168,100%,83%,1.0,2.0,1.0,1.0,$85.00,3.0,30.0,4.0,8.0,8.0,54.0,145.0,11.0,3.0,4.94,4.97,4.93,4.99,4.99,4.77,4.91,1.0,1.0,0.0,1.3,66.0,5610.0,1.0,1.0,0.0,3.0,30.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,12/04/2016,10/06/2025,f,t
11555687,60195881.0,38.95238,-77.07245,100%,99%,1.0,4.0,1.0,1.0,$100.00,2.0,1125.0,12.0,30.0,53.0,294.0,267.0,46.0,1.0,4.89,4.91,4.88,4.95,4.94,4.97,4.85,1.0,1.0,0.0,2.77,255.0,25500.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Friendship Heights, American University Park, Tenleytown",Entire rental unit,Entire home/apt,14/07/2017,25/05/2025,t,t
11599968,34195632.0,38.92322,-77.02655,100%,100%,1.0,2.0,1.0,1.0,$86.00,31.0,1125.0,5.0,35.0,65.0,340.0,304.0,2.0,0.0,4.79,4.88,4.71,4.93,4.95,4.86,4.82,1.0,1.0,0.0,2.91,124.0,10664.0,1.0,1.0,0.0,31.0,1125.0,Entire townhouse,"Reston, VA",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire townhouse,Entire home/apt,13/11/2016,16/05/2025,t,t
11603441,61401979.0,38.9427,-77.01953,100%,91%,1.0,4.0,1.0,2.0,$99.00,3.0,60.0,11.0,41.0,71.0,251.0,72.0,13.0,1.0,4.92,4.96,4.92,4.97,4.99,4.79,4.86,1.0,1.0,0.0,0.64,78.0,7722.0,1.0,1.0,0.0,3.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire guest suite,Entire home/apt,19/03/2016,12/06/2025,f,t
11637325,61680461.0,38.94478,-77.02662,100%,100%,1.0,6.0,2.0,3.0,$209.00,3.0,30.0,8.0,8.0,10.0,92.0,176.0,22.0,2.0,4.77,4.82,4.77,4.93,4.94,4.74,4.75,1.0,1.0,0.0,1.71,132.0,27588.0,3.0,1.0,0.0,3.0,1125.0,Entire home,"Washington, DC",within an hour,t,f,"Brightwood Park, Crestwood, Petworth",Entire home,Entire home/apt,31/12/2016,14/06/2025,f,t
11639515,1998736.0,38.8845,-76.94345,100%,100%,2.0,2.0,1.0,1.0,$86.00,1.0,3.0,18.0,47.0,77.0,77.0,715.0,121.0,4.0,4.81,4.9,4.92,4.95,4.97,4.44,4.78,2.0,1.0,1.0,6.43,255.0,21930.0,1.0,2.0,0.0,1.0,3.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol View, Marshall Heights, Benning Heights",Entire rental unit,Entire home/apt,01/05/2016,31/05/2025,f,t
11689750,32782305.0,38.8845,-76.92681,100%,75%,6.0,1.0,1.0,1.0,$62.00,14.0,730.0,0.0,0.0,26.0,301.0,74.0,4.0,0.0,4.93,4.93,4.99,4.99,4.97,4.35,4.92,2.0,0.0,2.0,0.67,112.0,6944.0,1.0,6.0,0.0,14.0,1125.0,Private room in townhouse,"Washington, DC",within an hour,,t,"Capitol View, Marshall Heights, Benning Heights",Private room in townhouse,Private room,15/05/2016,31/12/2024,t,t
11714338,5356790.0,38.88981,-77.0011,100%,98%,4.0,1.0,1.0,1.0,$110.00,2.0,1125.0,11.0,34.0,57.0,323.0,139.0,25.0,3.0,4.89,4.87,4.79,4.96,4.96,4.98,4.84,3.0,0.0,3.0,1.26,150.0,16500.0,1.0,4.0,0.0,2.0,1125.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Private room in townhouse,Private room,25/05/2016,08/06/2025,f,t
11720627,61861443.0,38.87051,-76.97517,100%,100%,2.0,4.0,1.5,2.0,$123.00,2.0,90.0,17.0,40.0,70.0,250.0,433.0,53.0,5.0,4.8,4.88,4.82,4.97,4.93,4.3,4.82,2.0,2.0,0.0,3.85,255.0,31365.0,2.0,2.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",Entire home,Entire home/apt,24/03/2016,16/06/2025,f,t
11721962,15365907.0,38.91186,-77.01956,100%,93%,5.0,4.0,1.0,2.0,$131.00,3.0,90.0,14.0,33.0,47.0,47.0,362.0,40.0,4.0,4.94,4.96,4.92,4.96,4.99,4.9,4.92,4.0,2.0,2.0,3.21,240.0,31440.0,1.0,4.0,0.0,3.0,90.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire townhouse,Entire home/apt,14/03/2016,14/06/2025,f,t
11759609,52087226.0,38.8896,-76.98117,,50%,1.0,6.0,,,,31.0,1125.0,14.0,33.0,63.0,153.0,45.0,0.0,0.0,4.89,4.91,4.98,4.98,5.0,4.87,4.84,1.0,1.0,0.0,0.41,0.0,,4.0,1.0,0.0,30.3,1125.0,Entire home,"Washington, DC",,f,t,"Capitol Hill, Lincoln Park",Entire home,Entire home/apt,17/05/2016,20/08/2023,f,t
11767916,62638082.0,38.90355,-77.06336,,,1.0,3.0,,,,31.0,60.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,4.79,4.83,4.55,4.95,4.93,4.96,4.75,1.0,1.0,0.0,1.35,0.0,,1.0,1.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",,f,f,"Georgetown, Burleith/Hillandale",Entire townhouse,Entire home/apt,01/04/2016,01/06/2024,f,t
11809415,5356790.0,38.88856,-77.00089,100%,98%,4.0,2.0,1.0,1.0,$100.00,2.0,1125.0,7.0,20.0,36.0,52.0,205.0,48.0,4.0,4.93,4.94,4.9,4.95,4.96,4.99,4.91,3.0,0.0,3.0,1.86,255.0,25500.0,1.0,4.0,0.0,2.0,1125.0,Private room in home,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Private room in home,Private room,30/05/2016,13/06/2025,f,t
11838693,63078920.0,38.96748,-77.03124,93%,100%,4.0,4.0,1.0,2.0,$107.00,1.0,7.0,13.0,32.0,57.0,136.0,518.0,44.0,4.0,4.89,4.93,4.94,4.97,4.96,4.83,4.89,3.0,3.0,0.0,4.66,255.0,27285.0,1.0,4.0,0.0,1.8,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Entire rental unit,Entire home/apt,04/05/2016,29/05/2025,t,t
11848786,5487930.0,38.91722,-77.04001,94%,93%,45.0,2.0,1.5,1.0,$144.00,10.0,700.0,0.0,0.0,15.0,290.0,15.0,1.0,0.0,4.73,4.93,4.33,4.8,4.87,4.93,4.6,16.0,3.0,13.0,0.13,20.0,2880.0,1.0,19.0,0.0,28.0,700.0,Private room in townhouse,"Washington, DC",within a few hours,t,t,"Dupont Circle, Connecticut Avenue/K Street",Private room in townhouse,Private room,14/04/2016,12/07/2024,f,t
11865642,63247182.0,38.90561,-76.99999,100%,100%,4.0,5.0,,,,3.0,120.0,3.0,3.0,3.0,3.0,331.0,44.0,4.0,4.88,4.92,4.9,4.93,4.91,4.91,4.88,1.0,1.0,0.0,3.63,255.0,,2.0,4.0,0.0,3.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,18/12/2017,07/06/2025,f,t
11866275,58166745.0,38.90332,-77.05329,100%,100%,6.0,4.0,1.0,2.0,$160.00,1.0,29.0,2.0,14.0,30.0,305.0,445.0,51.0,4.0,4.78,4.86,4.73,4.94,4.9,4.9,4.73,4.0,4.0,0.0,3.95,255.0,40800.0,1.0,5.0,0.0,2.8,1125.0,Entire rental unit,,within an hour,t,t,"West End, Foggy Bottom, GWU",Entire rental unit,Entire home/apt,21/03/2016,01/06/2025,t,t
11868093,58166745.0,38.90292,-77.05319,100%,100%,6.0,4.0,1.0,1.0,$149.00,1.0,29.0,9.0,29.0,55.0,330.0,432.0,31.0,2.0,4.79,4.89,4.77,4.95,4.87,4.93,4.73,4.0,4.0,0.0,3.84,186.0,27714.0,1.0,5.0,0.0,2.8,1125.0,Entire rental unit,,within an hour,t,t,"West End, Foggy Bottom, GWU",Entire rental unit,Entire home/apt,21/03/2016,25/05/2025,t,t
11868625,58166745.0,38.90312,-77.05338,100%,100%,6.0,4.0,1.0,2.0,$166.00,1.0,29.0,7.0,14.0,38.0,313.0,463.0,41.0,2.0,4.75,4.85,4.72,4.94,4.83,4.9,4.71,4.0,4.0,0.0,4.11,246.0,40836.0,1.0,5.0,0.0,2.8,1125.0,Entire rental unit,,within an hour,t,t,"West End, Foggy Bottom, GWU",Entire rental unit,Entire home/apt,21/03/2016,26/05/2025,t,t
11946738,6165522.0,38.90733,-76.94565,100%,85%,8.0,2.0,1.5,1.0,$35.00,31.0,1125.0,0.0,0.0,14.0,289.0,19.0,2.0,1.0,4.16,4.32,3.84,4.47,4.0,4.32,4.05,6.0,2.0,4.0,0.22,124.0,4340.0,1.0,6.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within an hour,f,t,"Eastland Gardens, Kenilworth",Private room in home,Private room,21/03/2018,01/06/2025,f,t
11970099,10292686.0,38.89067,-77.00155,100%,87%,31.0,6.0,,,,31.0,365.0,0.0,0.0,15.0,290.0,28.0,0.0,0.0,4.96,5.0,4.96,5.0,4.93,5.0,4.86,16.0,16.0,0.0,0.27,0.0,,2.0,21.0,0.0,31.0,365.0,Entire home,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire home,Entire home/apt,06/11/2016,29/07/2023,f,t
11970434,63949846.0,38.92171,-77.07715,50%,0%,4.0,2.0,1.0,1.0,$58.00,31.0,1125.0,16.0,46.0,76.0,351.0,180.0,0.0,0.0,4.59,4.75,4.62,4.76,4.65,4.86,4.72,1.0,0.0,1.0,1.64,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within a day,f,t,"Cathedral Heights, McLean Gardens, Glover Park",Private room in home,Private room,04/06/2016,03/12/2023,f,t
12007279,9272585.0,38.93008,-77.03914,100%,95%,1.0,4.0,1.0,2.0,$125.00,2.0,28.0,8.0,35.0,59.0,235.0,97.0,34.0,2.0,4.93,4.97,4.96,4.94,4.98,4.9,4.82,1.0,1.0,0.0,0.87,204.0,25500.0,1.0,1.0,0.0,3.0,28.0,Entire rental unit,"Washington, DC",within a few hours,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,06/04/2016,09/06/2025,f,t
12026532,64358426.0,38.96658,-77.02004,100%,100%,1.0,2.0,1.0,1.0,$85.00,2.0,1125.0,20.0,47.0,77.0,352.0,39.0,16.0,1.0,4.82,4.87,4.92,4.97,4.87,4.79,4.69,1.0,0.0,1.0,1.57,96.0,8160.0,1.0,1.0,0.0,2.0,1125.0,Private room in home,"Washington, DC",within an hour,t,t,"Takoma, Brightwood, Manor Park",Private room in home,Private room,03/06/2023,16/06/2025,t,t
12035781,64423169.0,38.927807,-76.969704,100%,96%,2.0,2.0,1.0,0.0,$86.00,1.0,30.0,7.0,8.0,22.0,22.0,62.0,15.0,3.0,4.97,4.92,4.94,4.98,5.0,4.95,4.94,1.0,1.0,0.0,1.64,90.0,7740.0,1.0,1.0,0.0,1.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Brookland, Brentwood, Langdon",Entire guest suite,Entire home/apt,13/05/2022,16/06/2025,t,t
12113216,260501993.0,38.902699,-76.979187,,,3.0,6.0,2.0,5.0,$123.00,1.0,120.0,12.0,37.0,62.0,232.0,238.0,46.0,6.0,4.8,4.85,4.76,4.89,4.96,4.56,4.75,2.0,2.0,0.0,6.09,255.0,31365.0,2.0,2.0,0.0,1.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire rental unit,Entire home/apt,02/04/2022,16/06/2025,f,t
12152132,10292686.0,38.89034,-77.00323,100%,87%,31.0,4.0,1.0,2.0,$125.00,31.0,365.0,0.0,0.0,15.0,290.0,55.0,0.0,0.0,4.78,4.84,4.76,4.89,4.91,4.98,4.73,16.0,16.0,0.0,0.49,0.0,0.0,1.0,21.0,0.0,31.0,365.0,Entire condo,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire condo,Entire home/apt,10/04/2016,01/04/2023,f,t
12173928,65403910.0,38.94813,-77.02496,100%,100%,2.0,3.0,0.0,1.0,$81.00,3.0,1125.0,22.0,38.0,54.0,329.0,240.0,29.0,3.0,4.38,4.7,4.55,4.82,4.7,4.55,4.52,2.0,2.0,0.0,2.25,174.0,14094.0,1.0,2.0,0.0,3.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Brightwood Park, Crestwood, Petworth",Entire townhouse,Entire home/apt,11/09/2016,09/06/2025,f,t
12186429,3221627.0,38.89937,-77.00152,100%,76%,7.0,4.0,2.5,2.0,$175.00,28.0,90.0,0.0,15.0,31.0,290.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.02,0.0,0.0,2.0,2.0,0.0,28.0,90.0,Entire townhouse,"Washington, DC",within a few hours,t,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,05/02/2022,05/02/2022,f,t
12202079,15365907.0,38.91136,-77.02112,100%,93%,5.0,2.0,1.5,1.0,$99.00,3.0,90.0,16.0,37.0,50.0,50.0,372.0,57.0,9.0,4.97,4.97,4.93,4.98,4.99,4.91,4.91,4.0,2.0,2.0,3.33,255.0,25245.0,1.0,4.0,0.0,3.0,90.0,Private room in home,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Private room in home,Private room,12/04/2016,15/06/2025,f,t
12243205,15365907.0,38.91021,-77.01923,100%,93%,5.0,2.0,1.0,1.0,$126.00,3.0,90.0,21.0,36.0,36.0,36.0,344.0,37.0,5.0,4.93,4.93,4.93,4.99,5.0,4.95,4.89,4.0,2.0,2.0,3.12,222.0,27972.0,1.0,4.0,0.0,3.0,90.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire guest suite,Entire home/apt,29/05/2016,16/06/2025,f,t
12253009,65969182.0,38.89128,-76.99913,100%,100%,1.0,3.0,1.0,1.0,$110.00,2.0,30.0,0.0,0.0,2.0,104.0,614.0,57.0,5.0,4.94,4.98,4.96,4.98,4.97,4.99,4.92,1.0,1.0,0.0,5.53,255.0,28050.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,03/05/2016,15/06/2025,f,t
12289125,8043437.0,38.90427,-77.02751,100%,100%,7.0,1.0,1.0,1.0,$81.00,31.0,365.0,0.0,14.0,44.0,319.0,88.0,1.0,0.0,4.68,4.77,4.57,4.84,4.9,4.94,4.71,7.0,0.0,7.0,0.84,62.0,5022.0,1.0,7.0,0.0,31.0,365.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Private room in townhouse,Private room,16/11/2016,29/06/2024,t,t
12314626,22059325.0,38.83695,-76.99852,50%,50%,3.0,2.0,2.0,3.0,$72.00,31.0,1125.0,2.0,13.0,43.0,223.0,254.0,0.0,0.0,4.81,4.91,4.78,4.98,4.98,4.57,4.88,1.0,1.0,0.0,2.27,0.0,0.0,1.0,1.0,0.0,31.0,1125.0,Entire loft,"Washington, DC",within a day,f,f,"Congress Heights, Bellevue, Washington Highlands",Entire loft,Entire home/apt,15/04/2016,03/05/2022,t,t
12396888,44583929.0,38.89813995,-76.99245453,100%,99%,1.0,3.0,1.0,2.0,$122.00,2.0,28.0,7.0,37.0,67.0,67.0,235.0,73.0,6.0,4.99,4.98,4.98,5.0,5.0,4.93,4.97,1.0,1.0,0.0,2.13,255.0,31110.0,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,31/05/2016,08/06/2025,f,t
12399984,10292686.0,38.89032745,-77.00325012,100%,87%,31.0,4.0,,,,31.0,365.0,30.0,60.0,90.0,365.0,49.0,0.0,0.0,4.84,4.92,4.94,4.9,4.88,4.98,4.76,16.0,16.0,0.0,0.45,0.0,,,21.0,0.0,31.0,365.0,Entire condo,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire condo,Entire home/apt,10/06/2016,29/04/2022,f,t
12423375,2216329.0,38.88156,-76.99892,100%,100%,1.0,2.0,1.0,2.0,$113.00,3.0,30.0,5.0,5.0,5.0,5.0,407.0,42.0,2.0,4.97,4.98,4.96,4.97,4.98,4.98,4.94,1.0,1.0,0.0,3.69,252.0,28476.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,28/05/2016,09/06/2025,f,t
12494558,32928805.0,38.89722,-76.99317,100%,100%,1.0,4.0,1.0,2.0,$183.00,4.0,1125.0,24.0,54.0,77.0,166.0,78.0,3.0,2.0,4.97,4.99,4.97,4.99,4.99,4.88,4.91,1.0,1.0,0.0,0.71,24.0,4392.0,1.0,1.0,0.0,4.0,1125.0,Entire townhouse,"Washington, DC",within a day,f,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,12/06/2016,09/06/2025,f,t
12532661,12804388.0,38.92521,-77.05284,0%,0%,3.0,2.0,1.0,1.0,$185.00,2.0,1125.0,30.0,57.0,87.0,360.0,14.0,0.0,0.0,4.86,4.86,5.0,4.93,5.0,5.0,4.93,2.0,0.0,2.0,0.13,0.0,0.0,1.0,3.0,0.0,2.0,1125.0,Private room in bed and breakfast,"Washington, DC",a few days or more,f,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room in bed and breakfast,Private room,30/05/2016,21/04/2024,f,t
12535607,31551607.0,38.89659,-77.00222,100%,100%,1.0,6.0,,,,4.0,1125.0,6.0,26.0,50.0,127.0,130.0,20.0,3.0,4.99,5.0,5.0,4.99,5.0,4.98,4.83,1.0,1.0,0.0,1.47,160.0,,3.0,1.0,0.0,4.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire townhouse,Entire home/apt,13/03/2018,15/06/2025,f,t
12543010,21446930.0,38.8851,-77.00546,,100%,2.0,11.0,,,,2.0,730.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,4.78,4.61,4.78,4.95,5.0,4.98,4.58,1.0,1.0,0.0,0.54,0.0,,6.0,1.0,0.0,2.0,730.0,Entire townhouse,"Washington, DC",,f,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,17/06/2016,16/06/2024,t,t
12562846,4795247.0,38.92348,-77.0461,90%,18%,3.0,3.0,1.0,2.0,$110.00,90.0,365.0,0.0,0.0,16.0,291.0,208.0,0.0,0.0,4.94,4.95,4.96,4.99,5.0,4.97,4.88,3.0,3.0,0.0,1.87,0.0,0.0,1.0,3.0,0.0,90.0,365.0,Entire rental unit,"Washington, DC",within a day,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire rental unit,Entire home/apt,29/04/2016,01/07/2020,f,t
12623775,11771833.0,38.87858,-77.0207,100%,100%,2.0,6.0,2.0,4.0,$500.00,2.0,1125.0,11.0,32.0,46.0,104.0,208.0,22.0,3.0,4.89,4.9,4.89,4.88,4.95,4.96,4.78,1.0,1.0,0.0,1.91,132.0,66000.0,3.0,2.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home,Entire home/apt,02/07/2016,08/06/2025,t,t
12623839,6355960.0,38.91724,-77.00242,100%,98%,9.0,1.0,1.5,1.0,$82.00,2.0,45.0,12.0,33.0,63.0,338.0,127.0,13.0,2.0,4.85,4.91,4.82,4.9,4.91,4.63,4.83,3.0,0.0,3.0,1.14,78.0,6396.0,1.0,3.0,0.0,1.0,45.0,Private room in home,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in home,Private room,04/05/2016,08/06/2025,f,t
12637339,33579876.0,38.86055,-76.99209,100%,,4.0,1.0,1.5,1.0,$70.00,31.0,90.0,29.0,59.0,89.0,89.0,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,0.08,62.0,4340.0,1.0,2.0,0.0,31.0,90.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"Sheridan, Barry Farm, Buena Vista",Private room in townhouse,Private room,08/07/2023,10/08/2024,f,t
