id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,first_review,last_review,instant_bookable,has_availability
25742193,87977393.0,38.92297,-77.04578,100%,100%,8.0,2.0,1.0,1.0,$137.00,2.0,89.0,11.0,37.0,67.0,323.0,463.0,29.0,2.0,4.71,4.86,4.72,4.9,4.91,4.93,4.75,6.0,6.0,0.0,5.41,174.0,23838.0,1.0,6.0,0.0,1.9,418.2,Entire rental unit,"Washington, DC",within an hour,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire rental unit,Entire home/apt,08/06/2018,24/05/2025,f,t
25780267,1998736.0,38.88414,-76.94173,100%,100%,2.0,1.0,1.0,1.0,$48.00,1.0,3.0,23.0,50.0,80.0,80.0,244.0,82.0,5.0,4.91,4.94,4.94,4.95,4.93,4.57,4.86,2.0,1.0,1.0,2.86,255.0,12240.0,1.0,2.0,0.0,1.0,3.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Capitol View, Marshall Heights, Benning Heights",Private room in townhouse,Private room,13/06/2018,02/06/2025,f,t
25798423,9263895.0,38.91017,-77.02147,100%,99%,20.0,10.0,,,,3.0,31.0,11.0,38.0,64.0,147.0,160.0,23.0,0.0,4.86,4.9,4.81,4.94,4.96,4.83,4.8,3.0,3.0,0.0,1.95,138.0,,3.0,6.0,0.0,3.0,234.9,Entire townhouse,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire townhouse,Entire home/apt,23/09/2018,16/05/2025,t,t
25804997,224561145.0,38.9168,-77.0079,100%,100%,26.0,4.0,1.0,2.0,$152.00,1.0,28.0,20.0,43.0,63.0,169.0,255.0,34.0,1.0,4.87,4.9,4.9,4.82,4.88,4.85,4.84,6.0,3.0,3.0,2.99,204.0,31008.0,1.0,24.0,0.0,1.0,28.0,Entire townhouse,"Washington, DC",within an hour,,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,17/06/2018,26/05/2025,f,t
25812743,190279752.0,38.90805,-76.98826,,,2.0,4.0,1.0,1.0,$119.00,31.0,365.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,31.0,365.0,Entire condo,"Silver Spring, MD",,f,f,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire condo,Entire home/apt,,,t,t
25882830,22991901.0,38.91127,-77.06751,100%,50%,2.0,3.0,1.0,2.0,$350.00,7.0,225.0,6.0,11.0,11.0,11.0,10.0,0.0,0.0,4.9,4.8,4.7,5.0,4.9,5.0,4.8,1.0,1.0,0.0,0.26,0.0,0.0,2.0,1.0,0.0,6.9,225.0,Entire home,"Washington, DC",within a day,f,t,"Georgetown, Burleith/Hillandale",Entire home,Entire home/apt,03/04/2022,30/12/2023,f,t
25885325,134980282.0,38.89981328,-76.92317839,100%,100%,1.0,5.0,1.0,3.0,$102.00,1.0,90.0,9.0,36.0,66.0,92.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,,0.0,0.0,2.0,1.0,0.0,1.1,90.0,Entire home,"Washington, DC",within an hour,f,t,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Entire home,Entire home/apt,,,f,t
25892279,182058146.0,38.91664,-77.03449,100%,100%,2.0,3.0,,,,3.0,35.0,0.0,0.0,0.0,0.0,28.0,9.0,1.0,5.0,5.0,4.96,4.96,5.0,4.96,4.93,2.0,0.0,2.0,0.33,54.0,,,2.0,0.0,3.0,1125.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in townhouse,Private room,16/07/2018,11/06/2025,f,t
25896860,194610108.0,38.92711,-76.98809,100%,100%,1.0,6.0,1.0,2.0,$140.00,2.0,1125.0,10.0,40.0,70.0,160.0,235.0,21.0,2.0,4.82,4.87,4.8,4.98,4.94,4.85,4.76,1.0,1.0,0.0,2.79,126.0,17640.0,2.0,1.0,0.0,2.1,1125.0,Entire home,,within an hour,t,f,"Brookland, Brentwood, Langdon",Entire home,Entire home/apt,20/07/2018,02/06/2025,t,t
25913368,37494995.0,38.93234884,-77.08783361,67%,94%,7.0,2.0,,,,3.0,730.0,0.0,0.0,0.0,41.0,24.0,4.0,0.0,4.71,4.71,4.71,4.96,4.71,4.92,4.5,2.0,2.0,0.0,0.28,24.0,,1.0,3.0,0.0,3.0,1125.0,Entire guest suite,"Washington, DC",within an hour,f,t,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Entire guest suite,Entire home/apt,20/06/2018,13/12/2024,t,t
25950556,4471145.0,38.913933,-77.040741,80%,71%,14.0,2.0,1.0,2.0,$132.00,14.0,365.0,0.0,5.0,26.0,111.0,42.0,17.0,2.0,4.83,4.86,4.81,4.88,4.95,4.95,4.79,2.0,2.0,0.0,1.06,255.0,33660.0,1.0,2.0,0.0,14.0,365.0,Entire rental unit,"Washington, DC",within a day,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,18/03/2022,12/06/2025,f,t
26004413,7653159.0,38.89528656,-76.98178864,99%,96%,33.0,5.0,1.0,3.0,$137.00,31.0,365.0,26.0,56.0,86.0,361.0,138.0,1.0,0.0,4.79,4.88,4.86,4.93,4.93,4.71,4.72,1.0,1.0,0.0,1.68,62.0,8494.0,2.0,26.0,0.0,31.0,365.0,Entire rental unit,"Tysons, VA",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,21/09/2018,19/08/2024,f,t
26117108,9147142.0,38.91556,-77.01344,100%,100%,5.0,6.0,1.0,4.0,$139.00,2.0,15.0,1.0,12.0,37.0,287.0,301.0,60.0,4.0,4.89,4.95,4.94,4.94,4.97,4.87,4.86,1.0,1.0,0.0,3.55,255.0,35445.0,2.0,5.0,0.0,2.0,1125.0,Entire guest suite,,within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire guest suite,Entire home/apt,01/07/2018,14/06/2025,f,t
26133778,20668969.0,38.90649,-76.9895,100%,100%,1.0,2.0,,,,2.0,60.0,2.0,2.0,2.0,2.0,246.0,28.0,3.0,4.93,4.96,4.97,4.98,4.98,4.62,4.91,1.0,1.0,0.0,2.91,168.0,,1.0,1.0,0.0,2.2,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire guest suite,Entire home/apt,08/07/2018,15/06/2025,f,t
26156490,23246212.0,38.91211,-77.01101,100%,95%,2.0,2.0,1.0,1.0,$122.00,2.0,90.0,6.0,20.0,39.0,215.0,39.0,37.0,6.0,4.97,4.95,4.97,4.97,4.97,4.82,4.89,2.0,1.0,1.0,0.47,222.0,27084.0,1.0,2.0,0.0,2.0,90.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire guest suite,Entire home/apt,05/08/2018,13/06/2025,f,t
26192482,75458574.0,38.90318,-76.99876,0%,,3.0,4.0,1.0,2.0,$150.00,31.0,180.0,30.0,60.0,90.0,270.0,57.0,0.0,0.0,4.77,4.89,4.72,4.91,4.91,4.96,4.81,1.0,1.0,0.0,0.67,0.0,0.0,0.0,1.0,0.0,31.0,180.0,Entire condo,"Washington, DC",a few days or more,f,f,"Union Station, Stanton Park, Kingman Park",Entire condo,Entire home/apt,07/07/2018,30/07/2022,f,t
26337047,85931792.0,38.91636,-77.01475,90%,91%,2.0,3.0,1.0,1.0,$114.00,4.0,1125.0,20.0,45.0,75.0,165.0,145.0,17.0,2.0,4.87,4.88,4.94,4.94,4.92,4.81,4.84,2.0,2.0,0.0,1.72,136.0,15504.0,1.0,2.0,0.0,4.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire rental unit,Entire home/apt,22/07/2018,22/05/2025,f,t
26367397,3672670.0,38.9109,-77.08833,100%,100%,17.0,2.0,1.0,1.0,$57.00,1.0,1125.0,2.0,10.0,40.0,40.0,27.0,16.0,4.0,4.48,4.59,4.48,4.85,4.85,4.81,4.41,13.0,0.0,13.0,0.32,96.0,5472.0,1.0,13.0,0.0,1.0,1125.0,Private room in home,"Washington, DC",within an hour,f,f,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",Private room in home,Private room,30/06/2018,29/05/2025,t,t
26397823,6165522.0,38.90716,-76.94676,100%,85%,8.0,2.0,1.0,1.0,$53.00,31.0,1125.0,0.0,0.0,6.0,281.0,12.0,0.0,0.0,4.5,4.67,4.0,4.67,4.92,4.83,4.58,6.0,2.0,4.0,0.14,0.0,0.0,1.0,6.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within an hour,f,t,"Eastland Gardens, Kenilworth",Private room in home,Private room,31/07/2018,20/06/2023,f,t
26452635,99955771.0,38.9139,-77.03263,100%,100%,3.0,2.0,1.0,1.0,$117.00,1.0,90.0,2.0,10.0,26.0,209.0,358.0,74.0,5.0,4.9,4.9,4.91,4.91,4.91,4.97,4.85,3.0,3.0,0.0,4.27,255.0,29835.0,1.0,3.0,0.0,1.0,1125.0,Entire loft,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire loft,Entire home/apt,29/07/2018,15/06/2025,t,t
26467861,5717655.0,38.91633,-77.0235,100%,100%,3.0,1.0,1.0,1.0,$140.00,5.0,60.0,27.0,57.0,87.0,267.0,47.0,2.0,1.0,4.89,4.94,4.98,5.0,4.98,4.89,4.81,2.0,0.0,2.0,0.56,20.0,2800.0,1.0,2.0,0.0,5.0,1125.0,Private room in townhouse,,within an hour,t,f,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in townhouse,Private room,19/07/2018,19/05/2025,f,t
26473487,182058146.0,38.91528,-77.03371,100%,100%,2.0,2.0,,,,14.0,25.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,2.0,0.18,56.0,,,2.0,0.0,14.0,25.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in townhouse,Private room,21/08/2018,07/06/2025,f,t
26477012,140334352.0,38.89293,-76.94166,97%,45%,24.0,2.0,,,,2.0,60.0,30.0,60.0,90.0,90.0,19.0,2.0,0.0,4.58,4.47,4.32,4.63,4.58,4.47,4.47,8.0,4.0,4.0,0.5,12.0,,,10.0,0.0,2.0,60.0,Private room in home,"Washington, DC",within a few hours,f,t,"Mayfair, Hillbrook, Mahaning Heights",Private room in home,Private room,30/04/2022,17/09/2024,f,t
26561401,199728235.0,38.90349,-76.98491,,0%,3.0,2.0,1.0,1.0,$171.00,2.0,7.0,30.0,60.0,90.0,365.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,2.0,7.0,Private room in home,"Washington, DC",,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Private room in home,Private room,,,f,t
26566778,38529.0,38.91411,-77.00855,100%,100%,2.0,4.0,1.0,3.0,$97.00,3.0,1125.0,3.0,21.0,51.0,231.0,91.0,3.0,0.0,4.48,4.66,4.41,4.63,4.73,4.59,4.57,1.0,1.0,0.0,1.08,18.0,1746.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington D.C., DC",within an hour,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,17/07/2018,28/04/2025,f,t
26573028,24953267.0,38.93434,-77.05842,100%,96%,8.0,3.0,1.0,1.0,$75.00,31.0,365.0,0.0,7.0,37.0,312.0,134.0,6.0,1.0,4.6,4.79,4.43,4.81,4.87,4.96,4.68,3.0,3.0,0.0,1.59,255.0,19125.0,0.0,3.0,0.0,31.0,365.0,Entire rental unit,"Washington, DC",within a few hours,f,f,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire rental unit,Entire home/apt,19/07/2018,30/05/2025,f,t
26579917,99955771.0,38.91539,-77.03474,100%,100%,3.0,2.0,1.0,1.0,$84.00,1.0,1125.0,6.0,11.0,22.0,233.0,373.0,41.0,2.0,4.91,4.94,4.93,4.94,4.92,4.98,4.86,3.0,3.0,0.0,4.42,246.0,20664.0,1.0,3.0,0.0,1.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,13/07/2018,09/06/2025,t,t
26605048,167034668.0,38.90366,-77.06064,100%,100%,6.0,4.0,1.0,2.0,$96.00,31.0,1125.0,0.0,14.0,34.0,223.0,141.0,5.0,1.0,4.87,4.95,4.9,4.94,4.99,4.93,4.84,2.0,2.0,0.0,1.67,255.0,24480.0,0.0,2.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",within an hour,f,t,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,12/07/2018,31/05/2025,t,t
26669063,122469617.0,38.88138,-76.99374,100%,100%,2.0,2.0,1.0,1.0,$85.00,31.0,365.0,10.0,25.0,25.0,224.0,51.0,2.0,1.0,4.65,4.78,4.55,4.88,4.78,4.9,4.67,1.0,1.0,0.0,0.63,124.0,10540.0,0.0,2.0,0.0,31.0,365.0,Entire rental unit,"Oakton, VA",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,28/10/2018,04/06/2025,t,t
26669187,61446090.0,38.93649,-76.98844,100%,100%,3.0,3.0,1.5,2.0,$120.00,3.0,25.0,14.0,38.0,68.0,248.0,135.0,32.0,3.0,4.77,4.79,4.85,4.9,4.9,4.88,4.76,2.0,2.0,0.0,1.83,192.0,23040.0,1.0,3.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"North Michigan Park, Michigan Park, University Heights",Entire rental unit,Entire home/apt,23/05/2019,08/06/2025,t,t
26686977,105711806.0,38.89736,-76.9777,80%,94%,7.0,2.0,1.0,1.0,$84.00,31.0,250.0,0.0,8.0,38.0,313.0,67.0,1.0,0.0,4.52,4.78,4.66,4.96,4.93,4.72,4.69,3.0,3.0,0.0,0.8,62.0,5208.0,0.0,3.0,0.0,31.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,f,t,"Union Station, Stanton Park, Kingman Park",Entire rental unit,Entire home/apt,05/08/2018,31/08/2024,t,t
26708700,10750206.0,38.91119,-76.93965,,83%,4.0,4.0,,,,2.0,1125.0,0.0,0.0,0.0,157.0,185.0,2.0,0.0,4.6,4.75,4.84,4.74,4.8,4.13,4.68,2.0,2.0,0.0,2.19,12.0,,1.0,2.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",,f,t,"Eastland Gardens, Kenilworth",Entire guest suite,Entire home/apt,12/07/2018,22/01/2025,f,t
26786454,30315692.0,38.91012,-77.06565,100%,99%,9.0,4.0,1.0,2.0,$168.00,2.0,31.0,19.0,47.0,57.0,57.0,325.0,36.0,5.0,4.96,4.98,4.95,4.98,4.97,4.98,4.9,2.0,2.0,0.0,3.9,216.0,36288.0,2.0,6.0,0.0,2.8,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Georgetown, Burleith/Hillandale",Entire rental unit,Entire home/apt,17/08/2018,01/06/2025,t,t
26804150,176970521.0,38.90059,-77.03928,100%,100%,14.0,2.0,,,,3.0,365.0,28.0,58.0,88.0,363.0,23.0,1.0,0.0,4.78,4.7,4.65,4.87,4.7,4.96,4.61,14.0,2.0,11.0,0.41,6.0,,1.0,14.0,0.0,7.0,24.0,Room in boutique hotel,,within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Room in boutique hotel,Private room,31/10/2020,12/02/2025,t,t
26805068,176970521.0,38.89994812,-77.04037476,100%,100%,14.0,4.0,2.0,2.0,$516.00,3.0,365.0,19.0,38.0,66.0,341.0,38.0,6.0,1.0,4.71,4.82,4.79,4.97,4.89,5.0,4.61,14.0,2.0,11.0,0.67,36.0,18576.0,2.0,14.0,0.0,7.0,24.0,Room in serviced apartment,,within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Room in serviced apartment,Hotel room,25/10/2020,05/06/2025,t,t
26812495,160559267.0,38.93208,-77.03912,100%,97%,5.0,6.0,2.5,2.0,$234.00,2.0,1125.0,14.0,38.0,68.0,339.0,282.0,38.0,1.0,4.82,4.83,4.7,4.81,4.83,4.8,4.7,2.0,2.0,0.0,3.48,228.0,53352.0,2.0,4.0,0.0,2.0,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire townhouse,Entire home/apt,20/10/2018,20/05/2025,f,t
26895761,54872941.0,38.88498,-76.99093,100%,88%,1.0,4.0,1.0,2.0,$148.00,2.0,1125.0,7.0,23.0,45.0,125.0,348.0,49.0,6.0,4.88,4.94,4.92,4.98,4.93,4.99,4.83,1.0,1.0,0.0,4.17,255.0,37740.0,0.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,12/08/2018,11/06/2025,f,t
26940356,76443009.0,38.89117,-76.99776,100%,100%,4.0,6.0,1.5,2.0,$241.00,2.0,1125.0,4.0,10.0,15.0,15.0,84.0,10.0,0.0,4.81,4.86,4.83,4.96,4.94,5.0,4.82,1.0,1.0,0.0,1.01,60.0,14460.0,3.0,1.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,f,t,"Capitol Hill, Lincoln Park",Entire home,Entire home/apt,16/08/2018,18/04/2025,t,t
26956067,20323095.0,38.92365,-76.96437,100%,63%,2.0,2.0,1.0,1.0,$133.00,2.0,6.0,0.0,0.0,0.0,228.0,33.0,1.0,0.0,4.76,4.73,4.82,4.85,4.82,4.73,4.73,2.0,2.0,0.0,0.39,6.0,798.0,1.0,2.0,0.0,2.0,6.0,Entire guest suite,"Washington, DC",within a few hours,f,t,"Woodridge, Fort Lincoln, Gateway",Entire guest suite,Entire home/apt,30/07/2018,12/08/2024,f,t
26956333,146624030.0,38.8785,-76.98933,94%,94%,18.0,8.0,1.0,1.0,$32.00,1.0,90.0,21.0,49.0,73.0,348.0,125.0,30.0,1.0,4.33,4.3,4.18,4.55,4.4,4.44,4.4,11.0,0.0,2.0,1.49,180.0,5760.0,1.0,13.0,7.0,1.0,90.0,Shared room in home,"Washington, DC",within an hour,f,t,"Capitol Hill, Lincoln Park",Shared room in home,Shared room,23/07/2018,02/06/2025,t,t
26995160,3991758.0,38.97089,-77.03095,100%,90%,3.0,1.0,1.0,1.0,$57.00,7.0,1125.0,9.0,9.0,9.0,70.0,46.0,5.0,1.0,4.87,4.96,4.91,4.96,4.91,4.83,4.76,1.0,1.0,0.0,0.55,70.0,3990.0,1.0,1.0,0.0,18.0,1125.0,Entire home,"Washington, DC",within an hour,f,t,"Takoma, Brightwood, Manor Park",Entire home,Entire home/apt,19/08/2018,30/05/2025,f,t
26998386,58390546.0,38.88253,-76.98414,100%,95%,2.0,4.0,1.5,2.0,$264.00,2.0,1125.0,22.0,50.0,80.0,245.0,232.0,23.0,3.0,4.93,4.97,4.89,4.96,4.99,4.96,4.83,2.0,2.0,0.0,2.8,138.0,36432.0,2.0,2.0,0.0,2.0,1125.0,Entire home,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire home,Entire home/apt,26/08/2018,08/06/2025,f,t
27059660,1904712.0,38.9543,-77.03426,100%,97%,1.0,4.0,1.0,2.0,$138.00,3.0,1125.0,27.0,54.0,84.0,267.0,205.0,12.0,1.0,4.9,4.96,4.89,4.97,4.95,4.88,4.89,1.0,1.0,0.0,2.44,72.0,9936.0,0.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,f,"Brightwood Park, Crestwood, Petworth",Entire rental unit,Entire home/apt,27/07/2018,19/05/2025,t,t
27137715,80788728.0,38.92129,-77.00263,,100%,1.0,2.0,,,,2.0,1125.0,0.0,0.0,0.0,0.0,206.0,1.0,0.0,4.84,4.97,4.93,4.99,4.96,4.68,4.83,1.0,1.0,0.0,2.47,6.0,,,1.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",,f,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire guest suite,Entire home/apt,14/08/2018,11/07/2024,f,
27148863,18681391.0,38.92777,-77.02475,100%,96%,1.0,2.0,1.0,1.0,$86.00,3.0,1125.0,3.0,8.0,25.0,89.0,202.0,48.0,5.0,4.98,4.98,4.95,4.97,4.97,4.71,4.93,1.0,1.0,0.0,2.95,255.0,21930.0,0.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,03/11/2019,09/06/2025,t,t
27157428,40812114.0,38.89165,-76.99865,,94%,1.0,4.0,,,,2.0,1125.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,5.0,5.0,4.93,5.0,5.0,5.0,4.8,1.0,1.0,0.0,2.68,90.0,,1.0,1.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",,f,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,01/01/2025,30/04/2025,f,t
27190473,204740295.0,38.92007,-77.05407,100%,58%,1.0,4.0,1.0,2.0,$104.00,1.0,1125.0,0.0,0.0,24.0,194.0,222.0,7.0,0.0,4.86,4.8,4.84,4.94,4.93,4.95,4.85,1.0,0.0,1.0,2.66,42.0,4368.0,2.0,1.0,0.0,1.9,1125.0,Private room in rental unit,"Washington, DC",within a few hours,t,f,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Private room in rental unit,Private room,12/08/2018,28/04/2025,f,t
27190553,189535978.0,38.88561,-77.00135,100%,95%,13.0,10.0,3.0,6.0,$718.00,1.0,100.0,20.0,45.0,72.0,341.0,316.0,40.0,3.0,4.68,4.79,4.83,4.92,4.89,4.95,4.67,3.0,3.0,0.0,3.77,240.0,172320.0,5.0,12.0,0.0,3.8,664.5,Entire townhouse,"Washington, DC",within an hour,,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,31/07/2018,01/06/2025,f,t
27205325,8116415.0,38.91843,-77.00639,100%,92%,1.0,2.0,1.0,1.0,$107.00,3.0,700.0,8.0,35.0,35.0,35.0,209.0,25.0,1.0,4.9,4.96,4.97,4.99,4.99,4.77,4.87,1.0,1.0,0.0,2.51,150.0,16050.0,1.0,1.0,0.0,3.1,1125.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire townhouse,Entire home/apt,12/08/2018,15/06/2025,f,t
27220012,106767299.0,38.90753,-77.02819,100%,80%,1.0,6.0,2.0,3.0,$418.00,31.0,50.0,0.0,19.0,36.0,276.0,93.0,2.0,0.0,4.98,5.0,4.97,4.99,4.98,4.97,4.91,1.0,1.0,0.0,1.18,124.0,51832.0,3.0,1.0,0.0,31.0,50.0,Entire home,"Phoenix, AZ",within a few hours,t,t,"Shaw, Logan Circle",Entire home,Entire home/apt,26/12/2018,30/12/2024,f,t
27261590,122382567.0,38.9117,-77.01548,100%,100%,2762.0,5.0,,,,31.0,1125.0,23.0,46.0,76.0,351.0,42.0,0.0,0.0,4.95,4.95,5.0,4.95,5.0,4.81,4.86,29.0,29.0,0.0,0.52,0.0,,3.0,1268.0,0.0,31.0,1125.0,Entire home,United States,within an hour,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home,Entire home/apt,13/10/2018,31/10/2022,t,t
27309215,105748910.0,38.90958,-77.02947,100%,80%,3.0,6.0,1.0,3.0,$185.00,2.0,120.0,5.0,25.0,55.0,260.0,291.0,29.0,1.0,4.93,4.93,4.81,4.95,4.98,4.96,4.81,2.0,1.0,1.0,3.48,174.0,32190.0,2.0,2.0,0.0,2.0,1125.0,Private room in condo,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Private room in condo,Private room,02/08/2018,23/05/2025,f,t
27400526,6250693.0,38.91503,-77.03404,100%,97%,3.0,2.0,1.0,1.0,$139.00,2.0,1125.0,14.0,14.0,14.0,14.0,183.0,14.0,0.0,4.87,4.96,4.85,4.93,4.92,4.98,4.8,1.0,1.0,0.0,2.26,84.0,11676.0,1.0,1.0,0.0,3.0,1125.0,Entire condo,"Washington, DC",within an hour,f,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire condo,Entire home/apt,25/10/2018,08/11/2024,f,t
27416204,206022082.0,38.90460968,-76.99210358,100%,99%,18.0,9.0,2.0,7.0,$295.00,1.0,28.0,15.0,35.0,59.0,312.0,146.0,11.0,4.0,4.78,4.82,4.73,4.95,4.91,4.65,4.64,4.0,4.0,0.0,1.86,66.0,19470.0,3.0,13.0,0.0,3.4,1125.0,Entire home,"Germantown, MD",within an hour,t,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire home,Entire home/apt,02/01/2019,08/06/2025,f,t
27466057,67977573.0,38.91428,-77.0724,100%,100%,6.0,7.0,2.0,5.0,$304.00,2.0,300.0,7.0,36.0,66.0,338.0,235.0,48.0,4.0,4.76,4.75,4.67,4.94,4.96,4.94,4.69,1.0,1.0,0.0,2.94,255.0,77520.0,3.0,5.0,0.0,2.0,1125.0,Entire townhouse,"Constanza, Dominican Republic",within an hour,t,t,"Georgetown, Burleith/Hillandale",Entire townhouse,Entire home/apt,21/11/2018,13/06/2025,t,t
27491842,59645639.0,38.92437,-77.04594,,,1.0,1.0,1.0,1.0,"$1,130.00",150.0,1125.0,23.0,53.0,83.0,358.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,150.0,1125.0,Private room in rental unit,,,f,f,"Kalorama Heights, Adams Morgan, Lanier Heights",Private room in rental unit,Private room,,,f,t
27493543,7737475.0,38.92137,-76.981,100%,56%,10.0,1.0,1.0,1.0,$30.00,31.0,730.0,0.0,0.0,16.0,106.0,2.0,1.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,0.02,62.0,1860.0,1.0,4.0,0.0,31.0,730.0,Private room in townhouse,"Washington, DC",within an hour,f,t,"Brookland, Brentwood, Langdon",Private room in townhouse,Private room,01/09/2018,30/04/2025,f,t
27518177,159982035.0,38.82697,-77.01,100%,100%,4.0,1.0,1.5,1.0,$87.00,31.0,1125.0,17.0,47.0,77.0,352.0,16.0,1.0,0.0,4.94,4.94,4.94,4.94,4.94,4.5,4.81,2.0,0.0,2.0,0.19,62.0,5394.0,1.0,4.0,0.0,31.0,1125.0,Private room in townhouse,"Washington, DC",within an hour,t,t,"Congress Heights, Bellevue, Washington Highlands",Private room in townhouse,Private room,15/09/2018,27/08/2024,f,t
